iter	MultiClass
809	0.01893705305
810	0.01890658741
811	0.01885874058
812	0.0188430599
813	0.01881287921
814	0.01878185615
815	0.01876402163
816	0.01874288484
817	0.01872168473
818	0.0187141722
819	0.01870347079
820	0.01862472632
821	0.01861271076
822	0.01860085085
823	0.01857347098
824	0.01854471742
825	0.01852761666
826	0.01849782663
827	0.01848349336
828	0.018447606
829	0.01839822689
830	0.01836096033
831	0.01834995469
832	0.018335277
833	0.01831074583
834	0.01823515226
835	0.01821033745
836	0.0181971901
837	0.01817727245
838	0.01813282892
839	0.01810121923
840	0.01808648051
841	0.01806567007
842	0.01802298222
843	0.01800226312
844	0.01798450202
845	0.0179465004
846	0.01790910828
847	0.01790308106
848	0.01788454761
849	0.01784841363
850	0.01783342733
851	0.0178188462
852	0.01780944949
853	0.01778015377
854	0.01773208984
855	0.01771186353
856	0.01769362305
857	0.01761631507
858	0.01758877818
859	0.01757186315
860	0.0175469893
861	0.01752908682
862	0.01747669927
863	0.01744871921
864	0.01742910403
865	0.01742185391
866	0.01740704827
867	0.01737268456
868	0.0173502609
869	0.01734038681
870	0.01731426025
871	0.0172878453
872	0.0172715978
873	0.01724719385
874	0.01716333071
875	0.01710431101
876	0.01707599701
877	0.01704929341
878	0.01702277594
879	0.01700196521
880	0.01696900876
881	0.01693550353
882	0.01691685172
883	0.01690406926
884	0.01688439387
885	0.01685745617
886	0.01683026143
887	0.01680040523
888	0.01678119121
889	0.01676984055
890	0.01670301905
891	0.0166809739
892	0.01666425759
893	0.01664543296
894	0.01663690928
895	0.01663144557
896	0.01661629497
897	0.01659326138
898	0.01657336853
899	0.01656118253
900	0.0165282956
901	0.01651011322
902	0.01647617292
903	0.01645880216
904	0.01643386632
905	0.01641305803
906	0.01639667418
907	0.01638841853
908	0.01637260607
909	0.0163381893
910	0.01629455395
911	0.01628985353
912	0.0162651592
913	0.01624550983
914	0.01622578271
915	0.01619519357
916	0.0161794007
917	0.01615467818
918	0.01613649624
919	0.01612049175
920	0.01608419401
921	0.01606822099
922	0.01597823401
923	0.01596464243
924	0.01594748849
925	0.01592562884
926	0.01591153637
927	0.01587218692
928	0.01584150637
929	0.01581488226
930	0.01578594544
931	0.01576890489
932	0.01573297027
933	0.01572608052
934	0.01571060893
935	0.01569685467
936	0.0156786557
937	0.0156403675
938	0.01560004954
939	0.01558823909
940	0.01556950444
941	0.01555711954
942	0.01554090776
943	0.01553185472
944	0.01551934639
945	0.01550070178
946	0.01548255971
947	0.0154489169
948	0.01543258626
949	0.01541946277
950	0.01538661481
951	0.01537398385
952	0.01536081757
953	0.01534197526
954	0.01530918123
955	0.01528831096
956	0.01528439057
957	0.01526916148
958	0.01524855084
959	0.01521085076
960	0.01519953714
961	0.01518050536
962	0.01516180245
963	0.01511432871
964	0.01509986746
965	0.01508831669
966	0.01506397512
967	0.01504993155
968	0.01503956406
969	0.01501052093
970	0.01498459799
971	0.01495997211
972	0.01494039467
973	0.01491718394
974	0.01489625313
975	0.01484543074
976	0.01483255179
977	0.01480451025
978	0.01477338596
979	0.01473858037
980	0.01472662062
981	0.01471663452
982	0.01470020162
983	0.0146758924
984	0.01465196605
985	0.01463881878
986	0.01462393802
987	0.01460661779
988	0.01458289246
989	0.01456864639
990	0.01455205813
991	0.01454071041
992	0.01449993866
993	0.01448928189
994	0.0144786933
995	0.01446427834
996	0.0144489803
997	0.01442277297
998	0.01440488443
999	0.01439329551
