iter	Passed	Remaining
160	787	4103
161	795	4112
162	800	4109
163	807	4116
164	812	4113
165	818	4112
166	825	4119
167	832	4121
168	838	4124
169	845	4128
170	851	4127
171	857	4129
172	864	4130
173	870	4130
174	877	4138
175	883	4136
176	890	4138
177	896	4142
178	903	4145
179	909	4141
180	914	4136
181	920	4137
182	925	4129
183	929	4120
184	933	4111
185	937	4100
186	940	4091
187	944	4080
188	948	4071
189	952	4060
190	956	4049
191	960	4040
192	964	4031
193	967	4021
194	971	4012
195	976	4005
196	980	3995
197	984	3986
198	987	3976
199	991	3966
200	995	3955
201	999	3946
202	1002	3936
203	1006	3926
204	1010	3917
205	1014	3910
206	1018	3901
207	1022	3891
208	1025	3882
209	1029	3873
210	1033	3865
211	1037	3857
212	1041	3848
213	1045	3839
214	1049	3830
215	1053	3822
216	1057	3813
217	1061	3806
218	1065	3799
219	1069	3793
220	1074	3787
221	1078	3780
222	1082	3772
223	1086	3765
224	1090	3757
225	1094	3749
226	1098	3741
227	1103	3734
228	1107	3727
229	1111	3721
230	1115	3713
231	1119	3706
232	1123	3698
233	1127	3690
234	1131	3682
235	1135	3674
236	1138	3666
237	1142	3658
238	1146	3650
239	1150	3643
240	1154	3636
241	1158	3630
242	1162	3622
243	1167	3615
244	1170	3608
245	1174	3600
246	1178	3593
247	1183	3588
248	1187	3581
249	1191	3574
250	1195	3566
251	1199	3560
252	1203	3552
253	1207	3545
254	1210	3537
255	1215	3531
256	1219	3524
257	1222	3517
258	1226	3510
259	1230	3502
260	1234	3496
261	1238	3488
262	1244	3487
263	1249	3484
264	1254	3478
265	1258	3473
266	1262	3466
267	1266	3459
268	1270	3451
269	1274	3445
270	1278	3438
271	1282	3432
272	1286	3425
273	1290	3419
274	1294	3412
275	1299	3408
276	1303	3402
277	1308	3397
278	1312	3392
279	1317	3387
280	1321	3381
281	1326	3377
282	1330	3372
283	1335	3366
284	1339	3361
285	1344	3355
286	1348	3351
287	1354	3347
288	1359	3343
289	1364	3341
290	1369	3337
291	1374	3332
292	1378	3326
293	1383	3321
294	1388	3317
295	1392	3312
296	1397	3308
297	1402	3304
298	1407	3299
299	1412	3296
300	1417	3291
301	1421	3286
302	1426	3281
303	1430	3276
304	1435	3270
305	1438	3263
306	1442	3256
307	1446	3249
308	1450	3243
309	1454	3236
310	1457	3229
311	1461	3223
312	1465	3216
313	1469	3209
314	1473	3203
315	1477	3197
316	1481	3192
317	1485	3186
318	1489	3179
319	1493	3173
320	1497	3166
321	1501	3160
322	1504	3153
323	1508	3146
324	1511	3139
325	1515	3134
326	1519	3127
327	1523	3120
328	1526	3113
329	1530	3107
330	1534	3101
331	1538	3095
332	1543	3091
333	1547	3085
334	1550	3078
335	1554	3072
336	1558	3066
337	1562	3059
338	1566	3053
339	1569	3047
340	1573	3040
341	1577	3035
342	1581	3029
343	1585	3023
344	1589	3017
345	1593	3011
346	1596	3005
347	1600	2998
348	1604	2992
349	1607	2986
350	1611	2979
351	1615	2973
352	1618	2967
353	1622	2961
354	1626	2954
355	1629	2948
356	1633	2941
357	1637	2935
358	1640	2929
359	1645	2924
360	1648	2918
361	1652	2912
362	1656	2906
363	1659	2899
364	1663	2893
365	1667	2887
366	1670	2882
367	1674	2876
368	1678	2870
369	1681	2863
370	1685	2858
371	1689	2851
372	1693	2846
373	1697	2840
374	1701	2836
375	1705	2830
376	1708	2823
377	1712	2818
378	1716	2811
379	1719	2806
380	1723	2800
381	1727	2794
382	1731	2788
383	1734	2782
384	1738	2776
385	1741	2770
386	1745	2764
387	1749	2759
388	1753	2753
389	1757	2748
390	1760	2742
391	1764	2737
392	1768	2731
393	1771	2725
394	1775	2719
395	1779	2713
396	1782	2708
397	1786	2702
398	1790	2697
399	1794	2691
400	1797	2685
401	1801	2679
402	1805	2674
403	1809	2669
404	1813	2663
405	1816	2658
406	1820	2652
407	1824	2646
408	1828	2641
409	1831	2636
410	1836	2631
411	1840	2626
412	1844	2621
413	1847	2615
414	1851	2609
415	1854	2604
416	1858	2598
417	1862	2593
418	1865	2587
419	1869	2581
420	1873	2576
421	1877	2571
422	1881	2565
423	1884	2560
424	1888	2555
425	1892	2549
426	1895	2543
427	1899	2538
428	1903	2533
429	1906	2527
430	1910	2522
431	1914	2516
432	1917	2511
433	1922	2506
434	1926	2501
435	1929	2496
436	1933	2491
437	1938	2486
438	1941	2481
439	1945	2476
440	1949	2471
441	1952	2465
442	1956	2460
443	1959	2454
444	1964	2449
445	1967	2444
446	1971	2438
447	1975	2433
448	1978	2428
449	1982	2422
450	1985	2417
451	1990	2412
452	1994	2408
453	1997	2402
454	2002	2398
455	2005	2392
456	2009	2388
457	2013	2382
458	2016	2377
459	2020	2372
460	2024	2367
461	2028	2362
462	2031	2356
463	2035	2351
464	2039	2346
465	2042	2340
466	2047	2336
467	2050	2331
468	2054	2326
469	2058	2321
470	2061	2315
471	2065	2310
472	2069	2305
473	2072	2300
474	2076	2295
475	2080	2289
476	2083	2284
477	2087	2279
478	2091	2274
479	2094	2269
480	2098	2263
481	2101	2258
482	2105	2253
483	2109	2248
484	2112	2243
485	2116	2238
486	2120	2233
487	2123	2228
488	2127	2223
489	2131	2218
490	2134	2213
491	2138	2207
492	2141	2202
493	2145	2197
494	2149	2192
495	2152	2187
496	2156	2182
497	2160	2177
498	2163	2172
499	2167	2167
500	2170	2162
501	2174	2156
502	2177	2151
503	2181	2147
504	2185	2142
505	2188	2136
506	2192	2131
507	2195	2126
508	2199	2121
509	2203	2117
510	2207	2112
511	2211	2107
512	2214	2102
513	2218	2097
514	2221	2092
515	2225	2087
516	2230	2083
517	2234	2078
518	2237	2073
519	2241	2068
520	2244	2063
521	2248	2059
522	2252	2054
523	2256	2049
524	2260	2044
525	2263	2039
526	2267	2034
527	2270	2029
528	2273	2023
529	2276	2018
530	2280	2013
531	2283	2009
532	2287	2004
533	2291	1999
534	2295	1994
535	2298	1990
536	2302	1985
537	2306	1980
538	2309	1975
539	2314	1971
540	2318	1966
541	2321	1962
542	2325	1957
543	2329	1952
544	2333	1948
545	2336	1943
546	2340	1938
547	2344	1933
548	2348	1929
549	2352	1924
550	2355	1919
551	2359	1914
552	2362	1909
553	2366	1905
554	2369	1900
555	2373	1895
556	2377	1890
557	2380	1885
558	2384	1881
559	2387	1876
560	2391	1871
561	2395	1866
562	2398	1862
563	2402	1857
564	2406	1852
565	2409	1847
566	2413	1843
567	2417	1838
568	2421	1834
569	2425	1829
570	2428	1824
571	2432	1819
572	2435	1815
573	2439	1810
574	2443	1805
575	2446	1801
576	2450	1796
577	2453	1791
578	2457	1786
579	2461	1782
580	2465	1777
581	2469	1773
582	2473	1768
583	2476	1764
584	2480	1759
585	2484	1755
586	2488	1750
587	2492	1746
588	2496	1741
589	2499	1737
590	2503	1732
591	2507	1728
592	2511	1723
593	2515	1719
594	2519	1714
595	2523	1710
596	2527	1705
597	2531	1701
598	2534	1696
599	2538	1692
600	2542	1687
601	2546	1683
602	2549	1678
603	2553	1674
604	2557	1669
605	2560	1664
606	2564	1660
607	2567	1655
608	2571	1650
609	2575	1646
610	2578	1641
611	2582	1637
612	2586	1632
613	2590	1628
614	2593	1623
615	2597	1619
616	2601	1614
617	2605	1610
618	2608	1605
619	2612	1601
620	2616	1596
621	2619	1592
622	2623	1587
623	2627	1583
624	2631	1578
625	2635	1574
626	2638	1569
627	2641	1564
628	2645	1560
629	2649	1555
630	2652	1551
631	2656	1546
632	2659	1542
633	2663	1537
634	2667	1533
635	2670	1528
636	2674	1523
637	2677	1519
638	2681	1514
639	2685	1510
640	2689	1506
641	2693	1502
642	2698	1498
643	2702	1494
644	2706	1489
645	2710	1485
646	2713	1480
647	2717	1476
648	2721	1471
649	2724	1467
650	2728	1462
651	2731	1458
652	2735	1453
653	2738	1449
654	2742	1444
655	2746	1440
656	2750	1435
657	2753	1431
658	2757	1426
659	2760	1422
660	2764	1417
661	2768	1413
662	2772	1409
663	2776	1404
664	2780	1400
665	2783	1396
666	2787	1391
667	2790	1387
668	2794	1382
669	2798	1378
670	2802	1373
671	2805	1369
672	2809	1365
673	2813	1360
674	2816	1356
675	2820	1351
676	2823	1347
677	2827	1342
678	2831	1338
679	2835	1334
680	2839	1329
681	2842	1325
682	2846	1321
683	2850	1317
684	2857	1313
685	2864	1311
686	2869	1307
687	2874	1303
688	2878	1299
689	2883	1295
690	2888	1291
691	2893	1287
692	2897	1283
693	2902	1279
694	2907	1275
695	2913	1272
696	2919	1268
697	2923	1265
698	2927	1260
699	2931	1256
700	2935	1252
701	2939	1247
702	2942	1243
703	2946	1238
704	2950	1234
705	2954	1230
706	2957	1225
707	2961	1221
708	2965	1217
709	2969	1213
710	2973	1208
711	2977	1204
712	2980	1199
713	2984	1195
714	2988	1191
715	2993	1187
716	2997	1183
717	3000	1178
718	3004	1174
719	3008	1170
720	3012	1165
721	3016	1161
722	3020	1157
723	3024	1152
724	3028	1148
725	3031	1144
726	3035	1139
727	3039	1135
728	3043	1131
729	3047	1127
730	3051	1123
731	3055	1118
732	3059	1114
733	3062	1109
734	3066	1105
735	3070	1101
736	3074	1097
737	3077	1092
738	3081	1088
739	3085	1084
740	3089	1079
741	3095	1076
742	3100	1072
743	3104	1068
744	3109	1064
745	3116	1061
746	3122	1057
747	3127	1053
748	3131	1049
749	3137	1045
750	3143	1042
751	3150	1038
752	3158	1036
753	3165	1032
754	3170	1028
755	3177	1025
756	3183	1021
757	3189	1018
758	3194	1014
759	3200	1010
760	3206	1006
761	3212	1003
762	3219	1000
763	3223	995
764	3227	991
765	3232	987
766	3236	983
767	3240	978
768	3245	974
769	3249	970
770	3254	966
771	3260	963
772	3267	959
773	3271	955
774	3277	951
775	3284	948
776	3293	945
777	3299	941
778	3304	937
779	3310	933
780	3316	929
781	3320	925
782	3324	921
783	3328	917
784	3334	913
785	3340	909
786	3344	905
787	3348	900
788	3352	896
789	3355	892
790	3359	887
791	3363	883
792	3368	879
793	3372	874
794	3377	870
795	3381	866
796	3386	862
797	3390	858
798	3394	853
799	3398	849
800	3404	845
801	3410	842
802	3416	838
803	3421	834
804	3428	830
805	3436	827
806	3443	823
807	3448	819
808	3453	815
809	3460	811
810	3465	807
811	3469	803
812	3474	799
813	3478	794
814	3482	790
815	3486	786
816	3491	782
817	3496	777
818	3500	773
819	3505	769
820	3510	765
821	3515	761
822	3519	756
823	3523	752
824	3526	748
825	3530	743
826	3533	739
827	3538	735
828	3542	730
829	3546	726
830	3550	722
831	3554	717
832	3557	713
833	3562	709
834	3566	704
835	3569	700
836	3573	695
837	3576	691
838	3580	687
839	3584	682
840	3588	678
841	3592	674
842	3596	669
843	3600	665
844	3604	661
845	3608	656
846	3612	652
847	3615	648
848	3619	643
849	3623	639
850	3627	635
851	3631	630
852	3635	626
853	3639	622
854	3643	617
855	3647	613
856	3652	609
857	3656	605
858	3661	601
859	3665	596
860	3670	592
861	3673	588
862	3678	583
863	3682	579
864	3685	575
865	3689	570
866	3693	566
867	3696	562
868	3700	557
869	3704	553
870	3708	549
871	3712	544
872	3715	540
873	3720	536
874	3725	532
875	3729	527
876	3733	523
877	3736	519
878	3740	514
879	3744	510
880	3747	506
881	3751	501
882	3755	497
883	3759	493
884	3763	488
885	3767	484
886	3771	480
887	3775	476
888	3779	471
889	3784	467
890	3789	463
891	3793	459
892	3798	455
893	3802	450
894	3807	446
895	3811	442
896	3815	438
897	3818	433
898	3822	429
899	3826	425
900	3829	420
901	3845	417
902	3849	413
903	3853	409
904	3856	404
905	3860	400
906	3865	396
907	3868	391
908	3872	387
909	3876	383
910	3880	379
911	3884	374
912	3888	370
913	3892	366
914	3896	361
915	3899	357
916	3903	353
917	3907	349
918	3911	344
919	3914	340
920	3918	336
921	3922	331
922	3926	327
923	3929	323
924	3933	318
925	3938	314
926	3942	310
927	3946	306
928	3951	301
929	3954	297
930	3958	293
931	3963	289
932	3968	284
933	3972	280
934	3977	276
935	3981	272
936	3986	268
937	3990	263
938	3994	259
939	3997	255
940	4001	250
941	4005	246
942	4009	242
943	4013	238
944	4017	233
945	4020	229
946	4024	225
947	4029	221
948	4033	216
949	4038	212
950	4044	208
951	4049	204
952	4054	199
953	4060	195
954	4065	191
955	4070	187
956	4076	183
957	4082	178
958	4089	174
959	4096	170
960	4101	166
961	4107	162
962	4111	157
963	4115	153
964	4119	149
965	4123	145
966	4126	140
967	4130	136
968	4134	132
969	4138	127
970	4141	123
971	4145	119
972	4149	115
973	4152	110
974	4156	106
975	4159	102
976	4164	98
977	4167	93
978	4171	89
979	4175	85
980	4179	80
981	4183	76
982	4188	72
983	4194	68
984	4198	63
985	4201	59
986	4205	55
987	4209	51
988	4213	46
989	4216	42
990	4220	38
991	4224	34
992	4228	29
993	4231	25
994	4235	21
995	4239	17
996	4242	12
997	4246	8
998	4250	4
999	4254	0
