iter	MultiClass
663	0.0262393774
664	0.02618903933
665	0.02614723739
666	0.02610673612
667	0.0260866551
668	0.0260492925
669	0.02601492429
670	0.02596290349
671	0.02588466405
672	0.02585590051
673	0.02574328489
674	0.02567924415
675	0.02564376
676	0.02559078867
677	0.0255254491
678	0.02548016607
679	0.02541709799
680	0.02537858267
681	0.02534676446
682	0.02531332919
683	0.02526461885
684	0.02521319518
685	0.02515730383
686	0.02511067227
687	0.02508248912
688	0.02505047618
689	0.02497551826
690	0.02491151094
691	0.02482181863
692	0.02480073138
693	0.02474037023
694	0.0246707086
695	0.02464180668
696	0.02458889558
697	0.02452896237
698	0.02450632931
699	0.02447715156
700	0.02440581878
701	0.02437079132
702	0.02433232824
703	0.02429714038
704	0.02424842734
705	0.02422105618
706	0.02420055299
707	0.02417727906
708	0.02413118116
709	0.02409108447
710	0.02403753985
711	0.02401306402
712	0.02391150481
713	0.02387793182
714	0.02385717532
715	0.02381232793
716	0.02379095684
717	0.023747921
718	0.0237253384
719	0.02369306208
720	0.02365974345
721	0.02362419244
722	0.02356862901
723	0.02352386503
724	0.02348612566
725	0.02346635061
726	0.02339871286
727	0.02337815019
728	0.02334259988
729	0.02329235126
730	0.02326633269
731	0.02322224159
732	0.02319969173
733	0.02315661133
734	0.02311023849
735	0.02304127207
736	0.02299145902
737	0.02293093847
738	0.02289009728
739	0.02287551001
740	0.02284954509
741	0.02282492787
742	0.02278444659
743	0.02275534118
744	0.02271955099
745	0.02268585307
746	0.02267024956
747	0.02264768199
748	0.02256204776
749	0.02252407204
750	0.0224489107
751	0.02240866973
752	0.02237834222
753	0.02233073326
754	0.02231560551
755	0.02226564512
756	0.0222071727
757	0.02215519684
758	0.02210931269
759	0.02207108269
760	0.02203138182
761	0.02202064203
762	0.02198999112
763	0.02195560743
764	0.02191717904
765	0.02187857084
766	0.02182582469
767	0.02180685634
768	0.02177378192
769	0.02174040584
770	0.02168738919
771	0.02165725412
772	0.02162629728
773	0.02161198564
774	0.02159386838
775	0.02156332953
776	0.02154112779
777	0.02152447557
778	0.02147995122
779	0.02145787315
780	0.02143601818
781	0.02140962601
782	0.02137149235
783	0.02130342878
784	0.02127994653
785	0.0212637065
786	0.02124546471
787	0.02120809546
788	0.02118808133
789	0.02115203385
790	0.02113593322
791	0.02111065024
792	0.02110270427
793	0.02106784886
794	0.02104268081
795	0.02102116615
796	0.02100902538
797	0.02094392134
798	0.02091346448
799	0.02089307681
800	0.0208722855
801	0.02082250431
802	0.0207888497
803	0.02073265444
804	0.02069844198
805	0.0206784606
806	0.02063920439
807	0.02060104269
808	0.02059305148
809	0.02056818011
810	0.02052517875
811	0.02051359184
812	0.02047084485
813	0.02045133039
814	0.02042816689
815	0.02038007692
816	0.02036353842
817	0.02030033031
818	0.02029646019
819	0.02024898052
820	0.02020060959
821	0.02018288989
822	0.02015913616
823	0.02012665465
824	0.02008000389
825	0.02002935667
826	0.01999330213
827	0.01995461804
828	0.01991543805
829	0.0198554958
830	0.01984255869
831	0.01982127764
832	0.01978147999
833	0.01976189597
834	0.01969566007
835	0.01966238194
836	0.01964082026
837	0.01958817213
838	0.01951984308
839	0.01947734775
840	0.01945189139
841	0.01941609704
842	0.01940260992
843	0.01936594384
844	0.01934244272
845	0.01932928578
846	0.01926082141
847	0.01924386363
848	0.01921801118
849	0.0191928493
850	0.01916426554
851	0.01911873339
852	0.01908967583
853	0.01906240514
854	0.01903364326
855	0.01900051285
856	0.01896650762
857	0.018956803
858	0.01894473784
859	0.01891449399
860	0.0189007299
861	0.0188834294
862	0.01886305136
863	0.01881902364
864	0.01880602286
865	0.01877113117
866	0.01875283263
867	0.01872860675
868	0.01870694966
869	0.01868516133
870	0.01866154941
871	0.01862782065
872	0.01859379422
873	0.01856917693
874	0.0185297419
875	0.01849982417
876	0.01848933172
877	0.01845945464
878	0.01843890398
879	0.01839121814
880	0.0183727364
881	0.01835814075
882	0.01832493326
883	0.01830257762
884	0.01827387276
885	0.0182538061
886	0.01824292176
887	0.01822516503
888	0.01821348216
889	0.01819678292
890	0.01817531306
891	0.0181573889
892	0.01813047675
893	0.01809119571
894	0.01807493735
895	0.0180636113
896	0.01804900766
897	0.0180142077
898	0.01799347423
899	0.01796220727
900	0.01791198717
901	0.01790093084
902	0.01788971832
903	0.01786156541
904	0.01784463303
905	0.01783085753
906	0.01781475184
907	0.01780028526
908	0.01778081992
909	0.0177677062
910	0.01774662292
911	0.01773813043
912	0.01771085261
913	0.01769889577
914	0.01766831866
915	0.01764074464
916	0.01762642606
917	0.0176010701
918	0.01756142297
919	0.01754119503
920	0.01752082245
921	0.01750166991
922	0.01748756045
923	0.01745386965
924	0.01743170442
925	0.01741250272
926	0.0173870296
927	0.01737706672
928	0.01736823464
929	0.01733995399
930	0.01732137051
931	0.01731364032
932	0.0172868748
933	0.01727021975
934	0.01725190917
935	0.01722057907
936	0.01721171737
937	0.01718378811
938	0.01717237478
939	0.01715029653
940	0.01713628072
941	0.01713003176
942	0.0171002549
943	0.01707834233
944	0.01705718951
945	0.01704626223
946	0.01702742578
947	0.01701899406
948	0.01699969257
949	0.01695353273
950	0.01692878833
951	0.01690183871
952	0.01688406627
953	0.01687776346
954	0.01684915456
955	0.01682625618
956	0.01680591319
957	0.01679479877
958	0.0167730926
959	0.01672505525
960	0.01670226627
961	0.01668571422
962	0.01667605321
963	0.01666061145
964	0.01663565579
965	0.0166138006
966	0.01659136402
967	0.01657774094
968	0.01656341382
969	0.01653797502
970	0.01652224933
971	0.01650344886
972	0.01649370398
973	0.01645810569
974	0.0164261524
975	0.01640276105
976	0.0163925665
977	0.01637456334
978	0.01635040626
979	0.01633625915
980	0.0163185332
981	0.01630746056
982	0.01628360474
983	0.01624305927
984	0.01623748436
985	0.0162181864
986	0.01620913462
987	0.01618846864
988	0.01616606629
989	0.01613939381
990	0.01611498162
991	0.0160949347
992	0.01608012873
993	0.01604930489
994	0.01603589388
995	0.01600498637
996	0.01599035972
997	0.01596398323
998	0.01593031786
999	0.01590083029
